Accuracy,F-Measure,Precision,Recall,Total Nodes,Total Leaves,Balance,AUC,Gmean,AvgClassAccuracy
0.8552785714285714,2.1170642857142856,1.4170500000000001,1.1566642857142857,0.0,0.0,0.0,0.0,0.0,0.0
