Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE, Train Execution Time, Validation Execution Time, Test Execution Time
309.58508062499993,381.883818875,477.02404349999995,601035.0818395,1015624.9573145002,1921188.99825175,573.37990425,673.890093875,901.095704875,73.26,73.26,73.26
