Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.9977023142857144,0.7816487257142858,0.7837816342857143,0.9947569571428572,0.7635602142857143,0.7677904571428572,0.48,0.48,0.48
