Accuracy,F-Measure,Precision,Recall,Total Nodes,Total Leaves,Balance,AUC,Gmean,AvgClassAccuracy
636.978775,6489663.36575,1512.15065625,2.3079124999999996,0.0,0.0,0.0,0.0,0.0,0.0
