Train Accuracy, Validation Accuracy, Test Accuracy, Train F-Measure, Validation F-Measure, Test F-Measure, Train Precision, Validation Precision, Test Precision, Train Recall, Validation Recall, Test Recall, Train Total Nodes, Validation Total Nodes, Test Total Nodes, Train Total Leaves, Validation Total Leaves, Test Total Leaves, Train Balance, Validation Balance, Test Balance, Train AUC, Validation AUC, Test AUC, Train Gmean, Validation Gmean, Test Gmean, Train AvgClassAccuracy, Validation AvgClassAccuracy, Test AvgClassAccuracy
53.67888125,368.95697499999994,636.978775,32008.5579125,1175062.7963875001,6489663.36575,136.82735,689.35009375,1512.15065625,0.21909375,1.10745,2.3079124999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
