MAE,MSE,RMSE
6.136075,262.279975,13.4739125,
6.136075,262.279975,13.4739125,
6.136075,262.279975,13.4739125,
6.136075,262.279975,13.4739125,
6.136075,262.279975,13.4739125,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
