Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE
297.876075,297.876075,664.7265437499999,613884.6317999999,613884.6317999999,2616607.8857312496,586.17520625,586.17520625,1335.6286875
