Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.959368939572192,0.5607558104278076,0.5523114622994654,0.4549992379679143,0.036461921657754,0.03499722994652406,23395.3,23395.3,23395.3
