Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE, Train Execution Time, Validation Execution Time, Test Execution Time
0.24703624999999993,0.48628,0.41187500000000005,1.3782225000000001,2.1321287500000006,1.87740625,0.9912012500000001,1.23480375,1.14051625,435.7,435.7,435.7
