Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE
8.89992142857143,8.89992142857143,42.92595714285714,284.4630214285715,284.4630214285715,4237.413199999999,13.124864285714283,13.124864285714283,52.08270714285714
