Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE
0.9208107142857143,0.9208107142857143,0.8196071428571428,1.5897071428571428,1.5897071428571428,1.2797928571428572,1.2294535714285715,1.2294535714285715,1.090957142857143
