Train Accuracy,Validation Accuracy,Test Accuracy,Train F1,Validation F1,Test F1,Train WMSEnominal,Validation WMSEnominal,Test WMSEnominal
0.9822447685478759,0.9822447685478759,0.9481907894736842,NaN,NaN,NaN,0.5821959734046293,0.5821959734046293,1.7649531969223493,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
