Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE
0.8565336343994968,0.8565336343994968,0.758989952525339,0.75056995,0.75056995,0.5738919,0.49690714827851423,0.49690714827851423,0.844697141954706
