TrainVal AUROC,Validation AUROC,Test AUROC,TrainVal AUPRC,Validation AUPRC,Test AUPRC, Execution Time
0.6484022142857143,0.6501653571428572,0.5816335714285714,0.48991821428571425,0.4139075,0.3851787142857143,
0.6889824285714287,0.6511380000000001,0.6159892142857142,0.4987573571428571,0.4263474285714285,0.3984351428571428,
0.6775531428571429,0.651908642857143,0.5962901428571428,0.4865240714285715,0.4149747142857142,0.39448092857142864,
0.6771258571428572,0.6580296428571428,0.5784995714285712,0.5300309285714285,0.4127142142857143,0.36935407142857146,
0.6621689285714284,0.6505690000000001,0.6024107142857142,0.4531253571428571,0.4228995714285714,0.40720564285714284,
=average(A2:A6),=average(B2:B6),=average(C2:C6),=average(D2:D6),=average(E2:E6),=average(F2:F6),=average(G2:G6)
