MAE,MSE,RMSE
5.9278625,250.3824375,13.191675000000002,
5.9278625,250.3824375,13.191675000000002,
5.9278625,250.3824375,13.191675000000002,
5.9278625,250.3824375,13.191675000000002,
5.9278625,250.3824375,13.191675000000002,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
