Train AUROC,Validation AUROC,Test AUROC,Train AUPRC,Validation AUPRC,Test AUPRC
0.6419675,0.5862763333333333,0.6341241666666667,0.31148583333333335,0.33040933333333333,0.31073449999999997,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
