MAE,MSE,RMSE
0.9551428571428572,1.8782785714285717,1.3216999999999999,
0.9398214285714285,1.7807142857142857,1.2887857142857144,
0.9356785714285714,1.7771000000000001,1.285407142857143,
0.9330071428571428,1.7918142857142858,1.28905,
0.9356785714285714,1.7771000000000001,1.285407142857143,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
