Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE
0.8575058030182721,0.8575058030182721,0.7663747645951036,0.7515806999999999,0.7515806999999999,0.5915744833333333,0.4930774843913236,0.4930774843913236,0.8264172682549441
