MAE,MSE,RMSE
489.0088124999999,2064202.81075,908.4112937499999,
463.75158125,2099329.11111875,890.5944625,
462.89467500000006,2023007.3965874999,873.2468187499999,
461.26701875,2116624.9444750003,899.429175,
459.69864375000003,2077081.0182812498,887.79393125,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
