Train AUROC,Validation AUROC,Test AUROC,Train AUPRC,Validation AUPRC,Test AUPRC, Execution Time
0.7994629285714286,0.5991211428571429,0.5945235714285716,0.6577117857142857,0.38382857142857146,0.3915060000000001,
0.7209793571428571,0.6279196428571429,0.5846019285714287,0.5390846428571429,0.4208584999999999,0.39787349999999994,
0.7376661428571428,0.5909057142857143,0.5660973571428571,0.5972980714285715,0.39250328571428567,0.3641075,
0.7180971428571429,0.6096770714285713,0.5790006428571429,0.5244801428571428,0.3956651428571428,0.3755032857142857,
0.7030011428571428,0.620601,0.5856547857142858,0.4990843571428572,0.40259685714285715,0.36928649999999996,
=average(A2:A6),=average(B2:B6),=average(C2:C6),=average(D2:D6),=average(E2:E6),=average(F2:F6),=average(G2:G6)
