TrainVal MAE,Validation MAE,Test MAE,TrainVal MSE,Validation MSE,Test MSE,TrainVal RMSE,Validation RMSE,Test RMSE,Execution Time
2529.614158333333,3564.559041666667,2383.3923916666663,1.2034710936591667E8,2.888525573925751E8,6.723350802154167E7,5965.542316666666,9381.072283333331,5163.429274999999,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2),=average(G2:G2)
