Train AUROC,Validation AUROC,Test AUROC,Train AUPRC,Validation AUPRC,Test AUPRC
0.9967524814814815,0.4958686666666666,0.48073070370370374,0.09750207407407406,0.04643440740740742,0.04601592592592593,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
