MAE,MSE,RMSE
916.0617562499999,5944538.771450001,1668.8683125,
746.0657437499999,3367125.9009124995,1327.5379624999998,
836.4906375,2996262.9711125,1379.56985,
686.0165750000001,2594076.4793000002,1200.0230124999998,
835.0564375,3734069.3153500003,1439.41860625,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
