Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE
156.97294374999998,156.97294374999998,599.168725,112716.59419999999,112716.59419999999,6581672.320756251,269.2280375,269.2280375,1486.475275
