MAE,MSE,RMSE
0.580815142857143,0.40546692857142863,
0.5840705714285715,0.40713114285714286,
0.6178205714285714,0.4206568571428572,
0.5911211428571429,0.43233792857142866,
0.6049319285714285,0.415795,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
