Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.9777643762962963,0.852193751851852,0.8476751251851852,0.8654224422222221,0.6974522244444445,0.6949416762962962,103.76000000000002,103.76000000000002,103.76000000000002
