MAE,MSE,RMSE
771.1555375,7625507.781131251,1726.86749375,
641.2523750000001,1813599.9795249996,1049.17373125,
646.3505500000001,3111137.0858187503,1183.37913125,
644.743075,1816747.6602312499,1058.23284375,
665.0031,1921813.3429874997,1057.26689375,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
