Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE, Train Execution Time, Validation Execution Time, Test Execution Time
0.24939500000000003,0.49131,0.41753125,1.42123,2.3795712499999997,1.9355924999999998,1.00568375,1.2956137499999998,1.1576175000000002,453.1,453.1,453.1
