MAE,MSE,RMSE
544.89719375,2708471.7611375,1156.25839375,
453.54346875000005,1791820.6947374998,868.4019250000001,
446.62919375000007,1727512.5623187504,833.1056375,
450.15308125000007,1734994.0232750003,863.1485437499999,
448.73868749999997,1593137.7755749999,837.9027125,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
