MAE,MSE,RMSE
5.8658375,245.62576249999995,13.0938625,
5.8658375,245.62576249999995,13.0938625,
5.8658375,245.62576249999995,13.0938625,
5.8658375,245.62576249999995,13.0938625,
5.8658375,245.62576249999995,13.0938625,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
