MAE,MSE,RMSE
0.5795239285714286,0.3963055714285714,
0.5672022857142857,0.3828242857142857,
0.5940877142857143,0.3940804285714286,
0.5826696428571428,0.3931784285714285,
0.5903134285714285,0.3932454285714285,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
