TrainVal MAE,Validation MAE,Test MAE,TrainVal MSE,Validation MSE,Test MSE,TrainVal RMSE,Validation RMSE,Test RMSE,Execution Time
29.877625000000002,69.51785000000001,65.3572375,2173.43348125,11095.25410625,10014.964487500001,45.950074999999984,104.05255,99.0891875,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2),=average(G2:G2)
