Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE
0.8255832857142857,0.9428035714285716,0.9360427142857143,1.375432142857143,1.8203785714285714,1.801030857142857,1.1441887142857143,1.3062384285714288,1.2989488571428573
