Train AUROC, Train AUPRC, Test AUROC, Test AUPRC
0.8728836315789472,0.053444631578947376,0.09633821052631579,0.054276315789473686
0.8185766315789474,0.03698457894736843,0.07490326315789474,0.054276315789473686
0.9267998421052631,0.03505415789473685,0.06434136842105262,0.054276315789473686
0.9291426842105261,0.039829578947368424,0.09425368421052631,0.054276315789473686
0.8450341578947368,0.03667984210526317,0.07886747368421052,0.054276315789473686
0.9244569999999998,0.030278736842105258,0.07834247368421053,0.054276315789473686
0.8963274736842104,0.03708626315789474,0.07465715789473684,0.054276315789473686
0.9038373157894737,0.041353631578947364,0.07398336842105263,0.054276315789473686
0.8677166315789473,0.053952684210526326,0.11360299999999997,0.054276315789473686
0.854886842105263,0.04572263157894738,0.09857715789473685,0.054276315789473686
0.8572296842105261,0.050498052631578944,0.07738678947368421,0.054276315789473686
0.9038373157894736,0.041353631578947385,0.09457863157894736,0.054276315789473686
0.7754639999999998,0.05212373684210527,0.09451621052631577,0.054276315789473686
0.9061801578947368,0.046129052631578946,0.09785168421052633,0.054276315789473686
0.9343096842105262,0.03932152631578947,0.08829568421052632,0.054276315789473686
0.9090043157894737,0.04084557894736842,0.07923373684210526,0.054276315789473686
0.8728836315789472,0.053444631578947376,0.07280694736842105,0.054276315789473686
0.6276685789473684,0.04856752631578947,0.0851348947368421,0.054276315789473686
0.9263185263157894,0.04511305263157895,0.10093463157894733,0.054276315789473686
0.9267998421052631,0.03505415789473685,0.06625115789473683,0.054276315789473686
0.9267998421052631,0.03505415789473685,0.07501484210526314,0.054276315789473686
0.8986703157894735,0.04186168421052633,0.06744884210526315,0.054276315789473686
0.9010131578947367,0.0466371052631579,0.11222752631578947,0.054276315789473686
0.8986703157894734,0.04186168421052633,0.083086,0.054276315789473686
0.9263185263157894,0.045113052631578957,0.075197,0.054276315789473686
0.9211515263157892,0.0456211052631579,0.0896927894736842,0.054276315789473686
0.934791,0.029262631578947373,0.08147031578947368,0.054276315789473686
