Train AUROC,Validation AUROC,Test AUROC,Train AUPRC,Validation AUPRC,Test AUPRC
0.9059718421052633,0.20314563157894736,0.19731321052631579,0.05543494736842106,0.054276315789473686,0.0517961052631579,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
