Train AUROC,Validation AUROC,Test AUROC,Train AUPRC,Validation AUPRC,Test AUPRC
0.6057303571428571,0.38871964285714294,0.38787857142857135,0.3282041428571429,0.2967478571428571,0.30535721428571433,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
