MAE,MSE,RMSE
6.1478625,262.3935000000001,13.47685,
6.1478625,262.3935000000001,13.47685,
6.1478625,262.3935000000001,13.47685,
6.1478625,262.3935000000001,13.47685,
6.1478625,262.3935000000001,13.47685,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
