Train AUROC,Validation AUROC,Test AUROC,Train AUPRC,Validation AUPRC,Test AUPRC
0.7241326666666666,0.5763851666666666,0.6693728333333334,0.30795750000000005,0.2956991666666667,0.30327883333333333,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
