Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.9799995985714286,0.6889133700000001,0.6870798957142857,0.9799991985714286,0.5029559785714286,0.5054592428571429,524.5,524.5,524.5
