Train Accuracy,Validation Accuracy,Test Accuracy,Train F1,Validation F1,Test F1,Train WMSEnominal,Validation WMSEnominal,Test WMSEnominal
0.7873563218390804,0.7873563218390804,0.6857142857142858,0.7466510000000001,0.7466510000000001,NaN,0.712811512141301,0.712811512141301,1.2734057406181176,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
