MAE,MSE,RMSE
529.8283,1165226.6128999998,846.63885625,
490.08479374999996,891746.8785625,749.15905,
476.07816249999996,828430.9056875,723.7693875,
474.7916937499999,803490.9051187501,717.1144375000001,
458.5279749999999,868619.74623125,699.27193125,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
