Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE
62.194117500000004,150.63133499999998,148.26598937499998,9280.945486875,44698.94273125,43752.5904125,94.68901875000002,205.330545625,202.45849
