Train MAE,Validation MAE,Test MAE,Train MSE,Validation MSE,Test MSE,Train RMSE,Validation RMSE,Test RMSE
5.544074999999999,5.544074999999999,39.430887500000004,86.2168625,86.2168625,3042.48541875,8.675406249999998,8.675406249999998,48.96245625,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
