Accuracy,F-Measure,Precision,Recall,Total Nodes,Total Leaves,Balance,AUC,Gmean,AvgClassAccuracy
21.263824999999997,1246.2081374999998,29.21295,2.4120625,0.0,0.0,0.0,0.0,0.0,0.0
