Train Accuracy, Validation Accuracy, Test Accuracy, Train F-Measure, Validation F-Measure, Test F-Measure, Train Precision, Validation Precision, Test Precision, Train Recall, Validation Recall, Test Recall, Train Total Nodes, Validation Total Nodes, Test Total Nodes, Train Total Leaves, Validation Total Leaves, Test Total Leaves, Train Balance, Validation Balance, Test Balance, Train AUC, Validation AUC, Test AUC, Train Gmean, Validation Gmean, Test Gmean, Train AvgClassAccuracy, Validation AvgClassAccuracy, Test AvgClassAccuracy
0.1407875,0.1407875,21.263824999999997,0.11202500000000001,0.11202500000000001,1246.2081374999998,0.2803,0.2803,29.21295,0.0188125,0.0188125,2.4120625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
