Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE, Train Execution Time, Validation Execution Time, Test Execution Time
30.388036250000006,70.26063875,64.90028437500001,2235.331280625,11126.717638125,9709.435305625,46.67996000000001,104.16138125,97.270995,2818.5,2818.5,2818.5
