Train Accuracy, Train F1, Train WMSEnominal, Test Accuracy, Test F1, Test WMSEnominal
1.0,1.0,0.0,0.8479236812570146,NaN,1.4825173949755452
0.9999378573204076,0.9998793703703703,3.2270476330453703E-4,0.8428731762065096,NaN,1.5099661986740998
1.0,1.0,0.0,0.8479236812570148,NaN,1.5037401942842505
1.0,1.0,0.0,0.845117845117845,NaN,1.5076958804817058
1.0,1.0,0.0,0.8686868686868687,NaN,1.3347294076301752
1.0,1.0,0.0,0.8641975308641976,NaN,1.3424177821176715
1.0,1.0,0.0,0.8602693602693604,NaN,1.4185119551809233
1.0,1.0,0.0,0.8462401795735128,NaN,1.5059132636258443
0.9999378573204076,0.9998793703703703,3.2270476330453703E-4,0.8468013468013469,NaN,1.5144199989377276
0.9999378573204076,0.9998793703703703,3.2270476330453703E-4,0.8428731762065096,NaN,1.5079764050466735
1.0,1.0,0.0,0.8658810325476994,NaN,1.4012056049202044
1.0,1.0,0.0,0.8653198653198655,NaN,1.3654784458810454
1.0,1.0,0.0,0.8479236812570146,NaN,1.5166993049680026
0.9999378573204076,0.9998793703703703,3.2270476330453703E-4,0.8451178451178452,NaN,1.5170568294976905
1.0,1.0,0.0,0.8647586980920314,NaN,1.352369535933137
1.0,1.0,0.0,0.8608305274971942,NaN,1.4277766929953908
0.9999378573204076,0.9998793703703704,3.2270476330453703E-4,0.8507295173961841,NaN,1.432089433144408
1.0,1.0,0.0,0.8451178451178452,NaN,1.5109442596947769
1.0,1.0,0.0,0.8479236812570148,NaN,1.4970925054795596
1.0,1.0,0.0,0.8518518518518519,NaN,1.4356316888357166
1.0,1.0,0.0,0.8507295173961842,NaN,1.500007577228513
0.9999378573204076,0.9998793703703703,3.2270476330453703E-4,0.8428731762065096,NaN,1.518569693503928
1.0,1.0,0.0,0.8468013468013469,NaN,1.513618786152917
1.0,1.0,0.0,0.8524130190796859,NaN,1.5132465394282362
1.0,1.0,0.0,0.8479236812570146,NaN,1.5144725616581216
1.0,1.0,0.0,0.8552188552188553,NaN,1.4112141821236122
1.0,1.0,0.0,0.851851851851852,NaN,1.5037573034687528
1.0,1.0,0.0,0.855780022446689,NaN,1.4348319866426211
0.9998757146408153,0.9997587407407407,6.454095266090741E-4,0.8540965207631875,NaN,1.431455506020095
1.0,1.0,0.0,0.8630751964085298,NaN,1.3984192708263754
1.0,1.0,0.0,0.8726150392817061,NaN,1.309458526915304
0.9999378573204076,0.9998793703703703,3.2270476330453703E-4,0.8529741863075195,NaN,1.4498029759521533
0.9999378573204076,0.9998793703703703,3.2270476330453703E-4,0.8406285072951739,NaN,1.5310957874621829
1.0,1.0,0.0,0.8462401795735128,NaN,1.5052440562006904
1.0,1.0,0.0,0.8479236812570148,NaN,1.5059675592753248
1.0,1.0,0.0,0.8462401795735128,NaN,1.5058189321392514
1.0,1.0,0.0,0.8451178451178452,NaN,1.4918213310844068
1.0,1.0,0.0,0.8479236812570146,NaN,1.4966658551746352
1.0,1.0,0.0,0.8619528619528621,NaN,1.4320276950284954
0.9999378573204076,0.9998793703703704,3.2270476330453703E-4,0.8439955106621774,NaN,1.5184397811225683
0.9999378573204076,0.9998793703703704,3.2270476330453703E-4,0.8602693602693604,NaN,1.364719381027197
0.9999378573204076,0.9998793703703704,3.2270476330453703E-4,0.8524130190796859,NaN,1.491503463443679
1.0,1.0,0.0,0.8552188552188552,NaN,1.4235074118083162
1.0,1.0,0.0,0.8569023569023569,NaN,1.421909218405283
0.9999378573204076,0.9998793703703703,3.2270476330453703E-4,0.8445566778900113,NaN,1.5210497366979678
1.0,1.0,0.0,0.8451178451178452,NaN,1.505801455990156
1.0,1.0,0.0,0.8501683501683501,NaN,1.517981667056014
1.0,1.0,0.0,0.8445566778900111,NaN,1.5206938224952593
1.0,1.0,0.0,0.8507295173961842,NaN,1.501864269125426
1.0,1.0,0.0,0.856902356902357,NaN,1.4194021853805352
0.9999378573204076,0.9998793703703703,3.2270476330453703E-4,0.8428731762065096,NaN,1.5139567514697896
1.0,1.0,0.0,0.861952861952862,NaN,1.403581709295345
0.9999378573204076,0.9998793703703703,3.225223411658593E-4,0.8484848484848485,NaN,1.5600189789828602
1.0,1.0,0.0,0.8670033670033672,NaN,1.3283806913553735
0.9998757146408153,0.9997587407407407,6.454095266090741E-4,0.8417508417508418,NaN,1.5171345413664818
