Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE
0.9992788838130331,0.9992788838130331,0.9005301773958493,NaN,NaN,NaN,0.026086490362848675,0.026086490362848675,1.0758974389379596
