Train Accuracy,Validation Accuracy,Test Accuracy,Train F-Measure,Validation F-Measure,Test F-Measure,Train Precision,Validation Precision,Test Precision,Train Recall,Validation Recall, Test Recall,Total Nodes,Total Leaves,Train Balance,Validation Balance,Test Balance, Train AUC, Validation AUC, Test AUC, Train Gmean, Validation Gmean, Test Gmean, Train AvgClassAccuracy, Validation AvgClassAccuracy, Test AvgClassAccuracy
155.91655,444.6613562499999,523.7087687499999,166147.53773125002,1674855.9532749997,2295784.4738375004,334.4690625,896.3302749999999,1091.09445625,0.28300625,0.7824375,0.914275,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2),=average(G2:G2),=average(H2:H2),=average(I2:I2),=average(J2:J2),=average(K2:K2),=average(L2:L2),=average(M2:M2),=average(N2:N2),=average(O2:O2),=average(P2:P2),=average(Q2:Q2),=average(R2:R2),=average(S2:S2),=average(T2:T2),=average(U2:U2),=average(V2:V2),=average(W2:W2),=average(X2:X2),=average(Y2:Y2),=average(Z2:Z2)
