Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE, Train Execution Time, Validation Execution Time, Test Execution Time
0.3891292857142857,0.8263214285714285,0.8248985714285716,0.31270071428571433,1.355525,1.346847857142857,0.5474128571428571,1.1333485714285714,1.129927142857143,214.6,214.6,214.6
