MAE,MSE,RMSE,Execution Time
0.8867,1.651714285714286,1.2590642857142857,
0.8896142857142858,1.6422642857142857,1.2543,
0.8881571428571428,1.6695928571428573,1.2663357142857143,
0.8896142857142858,1.6422642857142857,1.2543,
0.9057214285714286,1.6901785714285715,1.2784571428571427,
=average(A2:A6),=average(B2:B6),=average(C2:C6),=average(D2:D6)
