Train MAE, Train MSE, Train RMSE, Test MAE, Test MSE, Test RMSE
0.9845285714285713,1.7346928571428573,1.298142857142857,1.0567642857142856,2.0183142857142857,1.3820714285714286
1.0034285714285713,1.751671428571429,1.309557142857143,1.0894357142857145,2.107178571428572,1.41085
0.9475428571428571,1.6122285714285718,1.2493214285714287,1.0666428571428572,2.0677214285714287,1.3923785714285715
0.9199285714285715,1.5756285714285718,1.2295714285714288,1.0367571428571427,1.9823357142857143,1.3668071428571429
1.0753857142857142,1.9206928571428574,1.3849785714285712,1.0899285714285714,2.018507142857143,1.391114285714286
1.0332285714285716,1.8144928571428574,1.3393,1.0809499999999999,2.0359071428571425,1.3977285714285712
1.015785714285714,1.7950500000000003,1.3254928571428573,1.0496785714285712,1.9576142857142855,1.3598071428571428
0.9736285714285715,1.6888500000000004,1.2798142857142858,1.0386214285714286,1.9744142857142857,1.3613285714285712
0.8763142857142857,1.4718928571428571,1.1862857142857144,1.0315714285714284,2.034392857142857,1.3777928571428573
1.0157857142857143,1.7950500000000005,1.3254928571428573,1.0525357142857144,1.9790571428571428,1.3649285714285713
0.9373714285714286,1.5950714285714287,1.2433785714285714,1.0269214285714288,1.9273428571428572,1.3407214285714286
0.8763142857142858,1.4718928571428573,1.1862857142857144,1.0353642857142857,2.078035714285714,1.3840857142857141
0.9896142857142857,1.7107571428571429,1.2960142857142856,1.0880714285714286,2.1057857142857146,1.4178785714285713
1.0455857142857143,1.8578714285714288,1.355235714285714,1.06595,1.9711928571428567,1.364507142857143
1.0753857142857142,1.9206928571428576,1.3849785714285712,1.0969142857142857,2.067085714285714,1.4034285714285715
0.9736285714285715,1.6888500000000002,1.279814285714286,1.0782285714285715,2.0898857142857143,1.4065928571428568
1.0157857142857143,1.7950500000000005,1.3254928571428573,1.0853,2.0900642857142855,1.4114428571428572
0.9285571428571429,1.5875785714285715,1.2389214285714283,1.0386357142857143,2.0175714285714283,1.3771499999999999
1.015785714285714,1.7950500000000003,1.3254928571428573,1.0552357142857143,1.9886428571428572,1.3730785714285714
0.9721714285714285,1.691314285714286,1.2822071428571429,1.031164285714286,1.9660214285714286,1.3595142857142855
0.9845285714285714,1.7346928571428573,1.298142857142857,1.0373857142857144,1.969085714285714,1.3563928571428572
0.9111142857142857,1.5681357142857146,1.2251142857142858,1.000007142857143,1.9612928571428572,1.3469071428571426
1.0019714285714285,1.7541357142857146,1.3119499999999997,1.0553214285714287,2.0159928571428574,1.3834071428571428
0.9910714285714286,1.708292857142857,1.2936214285714287,1.0777500000000002,2.0755285714285714,1.4023499999999998
0.8836714285714284,1.4818500000000003,1.1931357142857144,1.0237571428571428,2.0545071428571426,1.3827714285714285
0.9075714285714287,1.5322500000000006,1.2136357142857144,1.0436357142857144,2.007114285714285,1.3702714285714284
0.9111142857142857,1.5681357142857146,1.2251142857142858,1.0039785714285714,1.9645571428571427,1.3411857142857142
0.9184714285714285,1.5780928571428574,1.2319642857142856,1.0095357142857142,1.9492214285714289,1.3468857142857142
0.9599000000000001,1.655607142857143,1.265257142857143,1.032,1.9578928571428575,1.3526785714285714
0.9918857142857141,1.7446500000000003,1.304992857142857,1.0302357142857141,1.923142857142857,1.3432928571428568
1.0455857142857141,1.8578714285714288,1.355235714285714,1.0675857142857146,1.9836285714285713,1.3666285714285713
1.0753857142857142,1.9206928571428574,1.3849785714285716,1.100507142857143,2.067692857142857,1.4069785714285714
0.9721714285714286,1.691314285714286,1.2822071428571427,1.0453642857142857,2.0156714285714283,1.3767785714285714
0.9285571428571427,1.5875785714285715,1.2389214285714285,1.0310000000000001,2.017921428571429,1.3773285714285712
0.9497285714285714,1.6384500000000004,1.2593142857142858,1.050607142857143,2.061557142857143,1.38235
0.947457142857143,1.604557142857143,1.2503357142857143,1.0901857142857143,2.1182999999999996,1.4192642857142856
1.0019714285714285,1.7541357142857144,1.31195,1.0593571428571429,2.0143642857142856,1.3821642857142857
1.0332285714285714,1.8144928571428576,1.3393,1.1082357142857142,2.1463071428571427,1.4331285714285715
1.0630285714285714,1.877314285714286,1.369042857142857,1.1122999999999998,2.1044714285714288,1.4235857142857142
1.0034285714285713,1.7516714285714288,1.309557142857143,1.0858071428571427,2.1119785714285713,1.4075142857142855
0.9423714285714285,1.6284928571428576,1.2524642857142858,1.0200142857142855,1.9517071428571426,1.34595
0.9114357142857141,1.5217785714285714,1.2116857142857143,1.0237,1.926235714285714,1.3484785714285716
0.9184714285714285,1.5780928571428574,1.2319642857142856,1.0046214285714286,1.9154142857142857,1.3387357142857146
0.9547285714285714,1.6718714285714287,1.2684,1.0178999999999998,1.9381000000000002,1.3498642857142857
0.9111142857142857,1.5681357142857146,1.2251142857142858,0.9814428571428572,1.8249071428571428,1.3086071428571429
0.9162857142857141,1.5518714285714286,1.2219714285714287,1.036357142857143,2.0040999999999998,1.3673285714285714
0.9896142857142857,1.7107571428571429,1.2960142857142856,1.0757999999999999,2.094157142857143,1.4146142857142856
