MAE,MSE,RMSE
0.8966428571428571,1.6519285714285716,1.2486714285714287,
0.9095571428571427,1.6876714285714287,1.2582785714285714,
0.8931285714285714,1.6496857142857142,1.24695,
0.9088999999999999,1.6808214285714287,1.2571857142857144,
0.9000571428571428,1.6394714285714282,1.2439714285714285,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
