Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.9799981589473683,0.8658705284210526,0.8652380126315788,0.9799835831578948,0.5369545494736843,0.556114847368421,126.96000000000001,126.96000000000001,126.96000000000001
