Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.9772478148148149,0.8521007148148149,0.8463716407407407,0.8765322296296295,0.6977392703703703,0.6945991444444445,195.5,195.5,195.5
