Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE
135.77993125,135.77993125,616.03595625,84321.6657875,84321.6657875,6744065.74726875,232.6193625,232.6193625,1530.94779375
