Train Accuracy, Train F1, Train WMSEnominal, Test Accuracy, Test F1, Test WMSEnominal
0.9610717565263018,0.9463986428571428,0.13840620006948112,0.5609683203825463,0.2800792142857142,1.8083022987265278
0.9669749442476715,0.9530923571428571,0.1202724059945742,0.582486551105798,0.2855245,1.7700192827909447
0.9727797455070181,0.9604604285714285,0.10326206479457067,0.5690376569037657,0.27970707142857143,1.8596281310717726
0.9581201626656172,0.9430517857142856,0.14747309710693463,0.5585774058577406,0.28835050000000007,1.8360993261203953
0.961071756526302,0.9463986428571429,0.13840620006948112,0.5633592349073521,0.28500521428571424,1.8307696841829082
0.9560540469631379,0.9380120714285715,0.15560372054639868,0.56246264196055,NaN,1.7930782556056315
0.961071756526302,0.9463986428571428,0.13840620006948112,0.5759115361625823,0.3012339285714286,1.7729852211746933
0.9640233503869867,0.9497455,0.12933930303202765,0.5705319784817693,0.28941678571428575,1.8350234795630105
0.9581201626656172,0.9430517857142856,0.14747309710693463,0.5663478780633592,0.28850321428571435,1.7416320188954884
0.9581201626656171,0.9430517857142856,0.14747309710693463,0.5627615062761506,0.2892463571428571,1.7966702916499429
0.9385412567230749,0.9165822142857144,0.20775819702131262,0.5636580992229528,0.308167,1.7370524498820181
0.961071756526302,0.946398642857143,0.13840620006948112,0.5645546921697548,0.2915325,1.815768857124159
0.9493637675455858,0.9323368571428572,0.1735503353443916,0.5493126120741183,0.2890251428571428,1.8115253716455524
0.9640233503869867,0.9497455,0.12933930303202765,0.5735206216377764,NaN,1.7723354918192502
0.9355896628623902,0.9132353571428572,0.2168250940587661,0.5570830842797371,0.2997227142857143,1.7389750662618169
0.9523153614062705,0.9356837142857143,0.1644834383069381,0.5624626419605498,0.3015880000000001,1.7494341372774342
0.9472976518431064,0.927297142857143,0.18168095878385565,0.5693365212193664,NaN,1.7213836924799313
0.9326052735143645,0.9022629285714286,0.23248629126366158,0.5567842199641363,0.2806247142857143,1.7582697082953374
0.9552669552669552,0.9390305714285715,0.15541654126948465,0.5582785415421399,0.28254442857142853,1.8085527060739481
0.9640233503869868,0.9497454999999999,0.12933930303202765,0.5705319784817693,NaN,1.7719822651587158
0.961071756526302,0.9463986428571429,0.13840620006948112,0.5723251643753736,NaN,1.7371828540603285
0.9472976518431064,0.927297142857143,0.18168095878385565,0.5669456066945606,0.2960295714285714,1.7570088222115927
0.9523153614062705,0.9356837142857144,0.1644834383069381,0.5594739988045427,0.2937747142857143,1.7741935240744588
0.9619572346845074,0.9447057857142858,0.1374699264714917,0.57083084279737,NaN,1.8207299970334156
0.9610717565263018,0.9463986428571428,0.13840620006948115,0.5627615062761506,0.28703635714285713,1.8250519845916353
0.9581201626656173,0.9430517857142856,0.1474730971069346,0.5627615062761506,0.2875726428571429,1.8216655282432828
0.9668765577856487,0.9537667142857142,0.12139585886947764,0.5576808129109384,NaN,1.8627709347846093
0.9640233503869865,0.9497454999999999,0.12933930303202765,0.5765092647937837,NaN,1.7519068566791103
0.9668765577856486,0.9537667142857141,0.12139585886947764,0.5672444710101614,0.28737900000000005,1.8142707549924693
0.9552669552669553,0.9390305714285715,0.15541654126948462,0.5672444710101614,0.2970631428571429,1.755760064024184
0.9698281516463334,0.9571135714285715,0.11232896183202415,0.56664674237896,NaN,1.8364126469529938
0.961071756526302,0.9463986428571428,0.13840620006948115,0.5675433353257621,0.29147557142857144,1.7787498109286457
0.9581201626656172,0.9430517857142856,0.14747309710693463,0.5609683203825464,0.2910682857142857,1.7893364082197671
0.961071756526302,0.9463986428571428,0.13840620006948115,0.5603705917513448,0.2819262142857143,1.8303389273253639
0.9472976518431064,0.927297142857143,0.18168095878385565,0.568738792588165,0.2943391428571429,1.7246114749504478
0.961071756526302,0.9463986428571428,0.13840620006948115,0.5669456066945606,0.2887273571428572,1.7895258461500245
0.9669749442476715,0.9530923571428572,0.12027240599457419,0.5723251643753736,NaN,1.81140389291544
0.961071756526302,0.9463986428571428,0.13840620006948112,0.5621637776449492,0.2843771428571429,1.8193992969459354
0.961071756526302,0.9463986428571429,0.13840620006948115,0.582486551105798,0.30382371428571425,1.7253139238135131
0.9560540469631379,0.9380120714285713,0.15560372054639868,0.5714285714285714,0.2922928571428572,1.7399118050925055
0.9640233503869868,0.9497454999999999,0.12933930303202765,0.564554692169755,0.28355785714285714,1.826909127679195
0.9297520661157025,0.8982417142857143,0.24042973542621157,0.5660490137477585,NaN,1.721491653822672
0.9560540469631379,0.9380120714285715,0.15560372054639868,0.5756126718469814,NaN,1.7147985158863839
0.9640233503869867,0.9497454999999999,0.12933930303202765,0.5573819485953377,NaN,1.8382779331603272
0.9560540469631379,0.9380120714285715,0.15560372054639868,0.5624626419605498,NaN,1.8148824212278556
0.9560540469631379,0.9380120714285715,0.15560372054639868,0.5582785415421399,0.27781157142857144,1.8426411328831425
0.9531024531024531,0.9346652142857143,0.16467061758385215,0.5702331141661685,0.3004559285714286,1.725160010320651
0.9610717565263018,0.9463986428571429,0.13840620006948115,0.5597728631201434,0.28581507142857143,1.8511879919506868
0.9698281516463334,0.9571135714285715,0.11232896183202415,0.57083084279737,NaN,1.8116405794755572
0.9552669552669552,0.9390305714285716,0.15541654126948462,0.5684399282725643,NaN,1.7370270723964076
