Train AUROC,Validation AUROC,Test AUROC,Train AUPRC,Validation AUPRC,Test AUPRC
0.53167,0.20969578947368425,0.11338594736842107,0.05743263157894736,0.05263152631578947,0.054276315789473686,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
