Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC
0.44265747894736834,0.20651843157894736,0.15260316315789474,0.05338063157894738,0.05339615789473684,0.05339615789473684
