Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE, Train Execution Time, Validation Execution Time, Test Execution Time
108.16480187500001,233.68610125,232.57932999999997,159800.73348374997,521754.53148875,535116.14799,291.67948875,459.21892437500003,461.65692625,135.5,135.5,135.5
