TrainVal MAE,Validation MAE,Test MAE,TrainVal MSE,Validation MSE,Test MSE,TrainVal RMSE,Validation RMSE,Test RMSE,Execution Time
0.3931928571428572,0.8274214285714286,0.8214571428571428,0.3205928571428571,1.3694285714285712,1.272185714285714,0.5545785714285715,1.1339142857142854,1.0861857142857143,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2),=average(G2:G2)
