Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC
0.6963680928571429,0.6187681428571429,0.5876555042857143,0.5258138471428572,0.40210762428571434,0.39112314000000004
