Train AUROC,Validation AUROC,Test AUROC,Train AUPRC,Validation AUPRC,Test AUPRC
0.40774568421052626,0.2149877368421053,0.13428594736842103,0.05399268421052631,0.05422663157894738,0.0510122105263158,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
