Generation, Fitness
0,9999.140535714285
1,9999.147392857143
2,9999.147392857143
3,9999.147392857143
4,9999.147392857143
5,9999.147392857143
6,9999.147392857143
7,9999.149921428572
8,9999.149921428572
9,9999.149921428572
10,9999.149921428572
11,9999.149921428572
12,9999.149921428572
13,9999.15027857143
14,9999.15027857143
15,9999.15027857143
16,9999.152542857142
17,9999.152542857142
18,9999.152542857142
19,9999.152542857142
20,9999.152542857142
21,9999.152542857142
22,9999.152542857142
23,9999.152542857142
24,9999.152542857142
25,9999.152542857142
26,9999.152542857142
27,9999.152542857142
28,9999.152542857142
29,9999.152542857142
30,9999.152542857142
31,9999.152542857142
32,9999.152542857142
33,9999.152542857142
34,9999.152542857142
35,9999.152542857142
36,9999.152542857142
37,9999.152542857142
38,9999.152542857142
39,9999.152542857142
40,9999.152542857142
41,9999.152542857142
42,9999.152542857142
43,9999.152542857142
44,9999.152542857142
45,9999.152542857142
46,9999.152542857142
47,9999.152542857142
48,9999.152807142857
49,9999.152807142857
50,9999.152807142857
51,9999.152807142857
52,9999.152807142857
53,9999.152807142857
54,9999.152807142857
55,9999.152807142857
56,9999.152807142857
57,9999.152807142857
58,9999.152807142857
59,9999.152807142857
60,9999.152807142857
61,9999.152807142857
62,9999.152807142857
63,9999.152807142857
64,9999.152807142857
65,9999.152807142857
66,9999.152807142857
67,9999.152807142857
68,9999.152807142857
69,9999.152807142857
70,9999.152807142857
71,9999.152807142857
72,9999.152807142857
73,9999.152807142857
74,9999.152807142857
75,9999.152807142857
76,9999.152807142857
77,9999.152807142857
78,9999.152807142857
79,9999.152807142857
80,9999.152807142857
81,9999.152807142857
82,9999.152807142857
83,9999.152807142857
84,9999.152807142857
85,9999.152807142857
86,9999.152807142857
87,9999.152807142857
88,9999.152807142857
89,9999.152807142857
90,9999.152807142857
91,9999.152807142857
92,9999.152807142857
93,9999.152807142857
94,9999.152807142857
95,9999.152807142857
96,9999.152807142857
97,9999.152807142857
98,9999.152807142857
99,9999.152807142857
100,9999.152807142857
101,9999.152807142857
102,9999.152807142857
103,9999.152807142857
104,9999.152807142857
105,9999.152807142857
106,9999.152807142857
107,9999.152807142857
108,9999.152807142857
109,9999.152807142857
110,9999.152807142857
111,9999.152807142857
112,9999.152807142857
113,9999.152807142857
114,9999.152807142857
115,9999.152807142857
116,9999.152807142857
117,9999.152807142857
118,9999.152807142857
119,9999.152807142857
120,9999.152807142857
121,9999.152807142857
122,9999.152807142857
123,9999.152807142857
124,9999.152807142857
125,9999.152807142857
126,9999.152807142857
127,9999.152807142857
128,9999.152807142857
129,9999.152807142857
130,9999.152807142857
131,9999.153421428571
132,9999.153421428571
133,9999.153421428571
134,9999.153421428571
135,9999.153421428571
136,9999.153421428571
137,9999.153421428571
138,9999.153421428571
139,9999.153421428571
140,9999.153421428571
141,9999.153421428571
142,9999.153421428571
143,9999.153421428571
144,9999.153421428571
145,9999.155342857142
146,9999.155342857142
147,9999.155342857142
148,9999.155342857142
149,9999.155342857142
150,9999.155342857142
151,9999.155342857142
152,9999.155342857142
153,9999.155342857142
154,9999.155342857142
155,9999.155342857142
156,9999.155342857142
157,9999.155342857142
158,9999.155342857142
159,9999.155342857142
160,9999.155342857142
161,9999.155342857142
162,9999.155342857142
163,9999.155342857142
164,9999.155342857142
165,9999.155342857142
166,9999.155342857142
167,9999.155342857142
168,9999.155342857142
169,9999.155342857142
170,9999.155342857142
171,9999.155342857142
172,9999.155342857142
173,9999.155342857142
174,9999.155342857142
175,9999.155342857142
176,9999.155342857142
177,9999.155342857142
178,9999.155342857142
179,9999.155342857142
180,9999.155342857142
181,9999.155342857142
182,9999.155342857142
183,9999.155342857142
184,9999.155342857142
185,9999.155342857142
186,9999.155342857142
187,9999.155342857142
188,9999.155342857142
189,9999.155985714286
190,9999.155985714286
191,9999.155985714286
192,9999.155985714286
193,9999.155985714286
194,9999.155985714286
195,9999.155985714286
196,9999.155985714286
197,9999.155985714286
198,9999.155985714286
199,9999.155985714286
200,9999.155985714286
201,9999.155985714286
202,9999.155985714286
203,9999.155985714286
204,9999.155985714286
205,9999.155985714286
206,9999.155985714286
207,9999.155985714286
208,9999.155985714286
209,9999.155985714286
210,9999.155985714286
211,9999.155985714286
212,9999.155985714286
213,9999.155985714286
214,9999.155985714286
215,9999.155985714286
216,9999.155985714286
217,9999.155985714286
218,9999.155985714286
219,9999.155985714286
220,9999.155985714286
221,9999.155985714286
222,9999.155985714286
223,9999.155985714286
224,9999.155985714286
225,9999.155985714286
226,9999.155985714286
227,9999.155985714286
228,9999.155985714286
229,9999.155985714286
230,9999.155985714286
231,9999.155985714286
232,9999.155985714286
233,9999.155985714286
234,9999.155985714286
235,9999.155985714286
236,9999.155985714286
237,9999.155985714286
238,9999.155985714286
239,9999.155985714286
240,9999.155985714286
241,9999.155985714286
242,9999.155985714286
243,9999.155985714286
244,9999.155985714286
245,9999.155985714286
246,9999.155985714286
247,9999.155985714286
248,9999.155985714286
249,9999.155985714286
250,9999.155985714286
251,9999.155985714286
252,9999.155985714286
253,9999.155985714286
254,9999.155985714286
255,9999.155985714286
256,9999.155985714286
257,9999.155985714286
258,9999.155985714286
259,9999.155985714286
260,9999.155985714286
261,9999.155985714286
262,9999.155985714286
263,9999.155985714286
264,9999.155985714286
265,9999.155985714286
266,9999.155985714286
267,9999.155985714286
268,9999.155985714286
269,9999.155985714286
270,9999.155985714286
271,9999.155985714286
272,9999.155985714286
273,9999.155985714286
274,9999.155985714286
275,9999.155985714286
276,9999.155985714286
277,9999.155985714286
278,9999.155985714286
279,9999.155985714286
280,9999.155985714286
281,9999.155985714286
282,9999.155985714286
283,9999.155985714286
284,9999.155985714286
285,9999.155985714286
286,9999.155985714286
287,9999.155985714286
288,9999.155985714286
289,9999.155985714286
290,9999.155985714286
291,9999.155985714286
292,9999.155985714286
293,9999.155985714286
294,9999.155985714286
295,9999.155985714286
296,9999.155985714286
297,9999.155985714286
298,9999.155985714286
299,9999.155985714286
300,9999.155985714286
301,9999.155985714286
302,9999.155985714286
303,9999.155985714286
304,9999.155985714286
305,9999.155985714286
306,9999.155985714286
307,9999.155985714286
308,9999.155985714286
309,9999.155985714286
310,9999.155985714286
311,9999.155985714286
312,9999.155985714286
313,9999.155985714286
314,9999.155985714286
315,9999.155985714286
316,9999.155985714286
317,9999.155985714286
318,9999.155985714286
319,9999.155985714286
320,9999.155985714286
321,9999.155985714286
322,9999.155985714286
323,9999.155985714286
324,9999.155985714286
325,9999.155985714286
326,9999.155985714286
327,9999.155985714286
328,9999.155985714286
329,9999.155985714286
330,9999.155985714286
331,9999.155985714286
332,9999.155985714286
333,9999.155985714286
334,9999.155985714286
335,9999.155985714286
336,9999.155985714286
337,9999.155985714286
338,9999.155985714286
339,9999.155985714286
340,9999.155985714286
341,9999.155985714286
342,9999.155985714286
343,9999.155985714286
344,9999.155985714286
345,9999.155985714286
346,9999.155985714286
347,9999.155985714286
348,9999.155985714286
349,9999.155985714286
350,9999.155985714286
351,9999.155985714286
352,9999.155985714286
353,9999.155985714286
354,9999.155985714286
355,9999.155985714286
356,9999.155985714286
357,9999.155985714286
358,9999.155985714286
359,9999.155985714286
360,9999.155985714286
361,9999.155985714286
362,9999.155985714286
363,9999.155985714286
364,9999.155985714286
365,9999.155985714286
366,9999.155985714286
367,9999.155985714286
368,9999.155985714286
369,9999.155985714286
370,9999.155985714286
371,9999.155985714286
372,9999.155985714286
373,9999.155985714286
374,9999.155985714286
375,9999.155985714286
376,9999.155985714286
377,9999.155985714286
378,9999.155985714286
379,9999.155985714286
380,9999.155985714286
381,9999.155985714286
382,9999.155985714286
383,9999.155985714286
384,9999.155985714286
385,9999.155985714286
386,9999.155985714286
387,9999.155985714286
388,9999.155985714286
389,9999.155985714286
390,9999.155985714286
391,9999.155985714286
392,9999.155985714286
393,9999.155985714286
394,9999.155985714286
395,9999.155985714286
396,9999.155985714286
397,9999.155985714286
398,9999.155985714286
399,9999.155985714286
400,9999.155985714286
401,9999.155985714286
402,9999.155985714286
403,9999.155985714286
404,9999.155985714286
405,9999.155985714286
406,9999.155985714286
407,9999.155985714286
408,9999.155985714286
409,9999.155985714286
410,9999.155985714286
411,9999.155985714286
412,9999.155985714286
413,9999.155985714286
414,9999.155985714286
415,9999.155985714286
416,9999.155985714286
417,9999.155985714286
418,9999.155985714286
419,9999.155985714286
420,9999.155985714286
421,9999.155985714286
422,9999.155985714286
423,9999.155985714286
424,9999.155985714286
425,9999.155985714286
426,9999.155985714286
427,9999.155985714286
428,9999.155985714286
429,9999.155985714286
430,9999.155985714286
431,9999.155985714286
432,9999.155985714286
433,9999.155985714286
434,9999.155985714286
435,9999.155985714286
436,9999.155985714286
437,9999.155985714286
438,9999.155985714286
439,9999.155985714286
440,9999.155985714286
441,9999.155985714286
442,9999.155985714286
443,9999.155985714286
444,9999.155985714286
445,9999.155985714286
446,9999.155985714286
447,9999.155985714286
448,9999.155985714286
449,9999.155985714286
450,9999.155985714286
451,9999.155985714286
452,9999.155985714286
453,9999.155985714286
454,9999.155985714286
455,9999.155985714286
456,9999.155985714286
457,9999.155985714286
458,9999.155985714286
459,9999.155985714286
460,9999.155985714286
461,9999.155985714286
462,9999.155985714286
463,9999.155985714286
464,9999.155985714286
465,9999.155985714286
466,9999.155985714286
467,9999.155985714286
468,9999.155985714286
469,9999.155985714286
470,9999.155985714286
471,9999.155985714286
472,9999.155985714286
473,9999.155985714286
474,9999.155985714286
475,9999.155985714286
476,9999.155985714286
477,9999.155985714286
478,9999.155985714286
479,9999.155985714286
480,9999.155985714286
481,9999.155985714286
482,9999.155985714286
483,9999.155985714286
484,9999.155985714286
485,9999.155985714286
486,9999.155985714286
487,9999.155985714286
488,9999.155985714286
489,9999.155985714286
490,9999.155985714286
